"Location1,40.776064,-111.838122,40.774357,-111.836941,40.774487,-111.835631,40.773415,-111.834107,40.771741,-111.832475,40.769791,-111.830929,40.767093,-111.827322,40.768004,-111.825111,40.770587,-111.821890,40.773220,-111.820181,40.775876,-111.834833,40.774413,-111.836035"
"Location2,40.774088,-111.836464,40.773373,-111.837753,40.773146,-111.841661,40.772333,-111.842906,40.771326,-111.843679,40.771228,-111.847286,40.770611,-111.848059,40.768400,-111.847888,40.768205,-111.849090,40.767165,-111.849219,40.767263,-111.852053,40.774608,-111.851924,40.775811,-111.842118"
"Location3,40.767337,-111.852523,40.765160,-111.852523,40.765143,-111.858041,40.766947,-111.857910"
"Location4,40.764883,-111.852493,40.760776,-111.852557,40.760817,-111.862317,40.764769,-111.862353,40.764818,-111.852604"
"Location5,40.760516,-111.852495,40.758688,-111.852506,40.758679,-111.859463,40.760565,-111.859474"
"Location6,40.758236,-111.845713,40.758220,-111.853551,40.758203,-111.853640,40.754270,-111.845610"
"Location7,40.758220,-111.854220,40.758203,-111.862079,40.754205,-111.862245,40.754237,-111.854021"
"Location8,40.758216,-111.845071,40.758090,-111.838802,40.757179,-111.836441,40.755294,-111.834196,40.753643,-111.833110,40.751149,-111.831213,40.751237,-111.844788,40.758161,-111.844830"
"Location9,40.762028,-111.835735,40.759341,-111.834835,40.758647,-111.835124,40.757607,-111.836025,40.758415,-111.838141,40.758642,-111.839580,40.758688,-111.841510,40.758679,-111.845181,40.758939,-111.845149,40.759281,-111.844645,40.759346,-111.844183,40.759167,-111.843313,40.759045,-111.842497,40.759086,-111.841800,40.759200,-111.841113,40.760386,-111.838826,40.762052,-111.835691"
